bin_center_ time[s]            ,count_ time[s]            ,density_ time[s]            ,normal_pdf_ time[s]            ,bin_center_ dt[s]              ,count_ dt[s]              ,density_ dt[s]              ,normal_pdf_ dt[s]              ,bin_center_ u[ft/s]            ,count_ u[ft/s]            ,density_ u[ft/s]            ,normal_pdf_ u[ft/s]            ,bin_center_ v[ft/s]            ,count_ v[ft/s]            ,density_ v[ft/s]            ,normal_pdf_ v[ft/s]            ,bin_center_ w[ft/s]            ,count_ w[ft/s]            ,density_ w[ft/s]            ,normal_pdf_ w[ft/s]            ,bin_center_ p[rad/s]           ,count_ p[rad/s]           ,density_ p[rad/s]           ,normal_pdf_ p[rad/s]           ,bin_center_ q[rad/s]           ,count_ q[rad/s]           ,density_ q[rad/s]           ,normal_pdf_ q[rad/s]           ,bin_center_ r[rad/s]           ,count_ r[rad/s]           ,density_ r[rad/s]           ,normal_pdf_ r[rad/s]           ,bin_center_ x[ft]              ,count_ x[ft]              ,density_ x[ft]              ,normal_pdf_ x[ft]              ,bin_center_ y[ft]              ,count_ y[ft]              ,density_ y[ft]              ,normal_pdf_ y[ft]              ,bin_center_ z[ft]              ,count_ z[ft]              ,density_ z[ft]              ,normal_pdf_ z[ft]              ,bin_center_ e0                 ,count_ e0                 ,density_ e0                 ,normal_pdf_ e0                 ,bin_center_ ex                 ,count_ ex                 ,density_ ex                 ,normal_pdf_ ex                 ,bin_center_ ey                 ,count_ ey                 ,density_ ey                 ,normal_pdf_ ey                 ,bin_center_ ez                 ,count_ ez                 ,density_ ez                 ,normal_pdf_ ez                 ,bin_center_ aileron[deg]       ,count_ aileron[deg]       ,density_ aileron[deg]       ,normal_pdf_ aileron[deg]       ,bin_center_ elevator[deg]      ,count_ elevator[deg]      ,density_ elevator[deg]      ,normal_pdf_ elevator[deg]      ,bin_center_ rudder[deg]        ,count_ rudder[deg]        ,density_ rudder[deg]        ,normal_pdf_ rudder[deg]        ,bin_center_ throttle           ,count_ throttle           ,density_ throttle           ,normal_pdf_ throttle           ,bin_center_ d_aileron          ,count_ d_aileron          ,density_ d_aileron          ,normal_pdf_ d_aileron          ,bin_center_ d_elevator         ,count_ d_elevator         ,density_ d_elevator         ,normal_pdf_ d_elevator         ,bin_center_ d_rudder           ,count_ d_rudder           ,density_ d_rudder           ,normal_pdf_ d_rudder           ,bin_center_ d_throttle         ,count_ d_throttle         ,density_ d_throttle         ,normal_pdf_ d_throttle         ,bin_center_ aileron_sp[deg]    ,count_ aileron_sp[deg]    ,density_ aileron_sp[deg]    ,normal_pdf_ aileron_sp[deg]    ,bin_center_ elevator_sp[deg]   ,count_ elevator_sp[deg]   ,density_ elevator_sp[deg]   ,normal_pdf_ elevator_sp[deg]   ,bin_center_ rudder_sp[deg]     ,count_ rudder_sp[deg]     ,density_ rudder_sp[deg]     ,normal_pdf_ rudder_sp[deg]     ,bin_center_ throttle_sp[none]  ,count_ throttle_sp[none]  ,density_ throttle_sp[none]  ,normal_pdf_ throttle_sp[none]  
10.0,10000,1.0,1.0,0.009999999999995804,0,0.0,117865247333.95761,320.1676858935072,1,0.0001333557537757535,1.082119379261481e-05,-46.68571478041818,0,0.0,1.4241774364527099e-05,2.9290857904764787,1,7.580564920405787e-05,2.366058295412862e-06,-0.3115736631714292,0,0.0,0.0021121338768725,-0.08809247627428984,0,0.0,0.007547220818162612,-0.15505781695425372,0,0.0,0.004286909028933423,3399.140060701948,1,3.5114975568203406e-05,4.336561725168582e-06,-337.67835441345727,1,1.0645937587550821e-05,5.41200250464387e-07,-3132.8356733566397,1,2.4919241418889857e-05,2.1398378186250404e-06,0.9586055172516766,1,0.13667122306072862,4.5426894464490834e-20,-0.24729273525179313,1,0.01394455925078972,0.0026761423294468004,-0.00023295847760159923,0,0.0,0.009745869732871037,-0.1500478109592011,0,0.0,0.004414554198915082,0.0,10000,1.0,1.0,-9.258535573719072,0,0.0,161318972.9848164,0.0,10000,1.0,1.0,0.07553867485534368,0,0.0,14755151965.761383,0.0,10000,1.0,1.0,0.0,10000,1.0,1.0,0.0,10000,1.0,1.0,0.0,10000,1.0,1.0,0.0,10000,1.0,1.0,-9.258535573719072,0,0.0,161318972.9848164,0.0,10000,1.0,1.0,0.07553867485534368,0,0.0,14755151965.761383
,,,,0.009999999999995967,0,0.0,183798743098.13,320.9175597997217,0,0.0,1.7520808630389003e-05,-45.321258798966696,0,0.0,2.2301802379173177e-05,4.248248689943436,0,0.0,4.11555884245009e-06,-0.30248744892050217,0,0.0,0.0032929386907214558,-0.08554964608629267,0,0.0,0.011766553110897438,-0.15058109472796485,1,0.02233777191105702,0.006683538747023334,3401.987848529844,1,3.5114975568203406e-05,6.893769899946248e-06,-328.2851000215718,0,0.0,8.941763112288166e-07,-3128.822710107919,0,0.0,3.456132045899728e-06,0.9593372001748299,0,0.0,3.250163893157109e-19,-0.24012147955259727,0,0.0,0.004172260440025482,0.0017362142548407275,0,0.0,0.015194373741887309,-0.14570053146796252,1,0.023002891854903316,0.006882544938590479,,,,,-9.258535573718955,0,0.0,249517678.08240187,,,,,0.07553867485534499,0,0.0,23021231558.663734,,,,,,,,,,,,,,,,,,,,,-9.258535573718955,0,0.0,249517678.08240187,,,,,0.07553867485534499,0,0.0,23021231558.663734
,,,,0.00999999999999613,0,0.0,282891924252.4046,321.66743370593616,0,0.0,2.797972196863665e-05,-43.95680281751521,0,0.0,3.4460914568003644e-05,5.567411589410392,0,0.0,7.043181169923082e-06,-0.2934012346695752,0,0.0,0.005067262816034581,-0.0830068158982955,1,0.03932625956386157,0.018106689085876492,-0.146104372501676,2,0.04467554382211404,0.01028480957381496,3404.8356363577404,0,0.0,1.0812645213315843e-05,-318.8918456296864,0,0.0,1.4565651979187987e-06,-3124.8097468591986,0,0.0,5.505929639999231e-06,0.9600688830979831,0,0.0,2.2339245426109224e-18,-0.23295022385340142,0,0.0,0.006420386825337831,0.003705386987283054,0,0.0,0.0233815118672401,-0.141353251976724,0,0.0,0.010591045665464684,,,,,-9.258535573718834,0,0.0,385953315.60209167,,,,,0.0755386748553463,0,0.0,35450374289.96466,,,,,,,,,,,,,,,,,,,,,-9.258535573718834,0,0.0,385953315.60209167,,,,,0.0755386748553463,0,0.0,35450374289.96466
,,,,0.009999999999996293,0,0.0,429753883361.98157,322.41730761215064,0,0.0,4.4069986790985636e-05,-42.592346836063726,2,0.00014657856517089212,5.254417879260181e-05,6.88657448887735,0,0.0,1.1858931861949422e-05,-0.2843150204186482,2,0.022011367383241654,0.007696456106427939,-0.08046398571029831,0,0.0,0.027501501864322427,-0.14162765027538712,1,0.02233777191105702,0.015621172282076587,3407.683424185637,0,0.0,1.673289328159183e-05,-309.49859123780095,0,0.0,2.339258926073758e-06,-3120.796783610478,1,2.4919241418889857e-05,8.651707931793513e-06,0.9608005660211363,0,0.0,1.4750364839247978e-17,-0.22577896815420556,1,0.01394455925078972,0.009751660251593238,0.005674559719725381,0,0.0,0.03551321222548353,-0.1370059724854854,1,0.023002891854903316,0.016086301627672803,,,,,-9.258535573718714,0,0.0,589061357.0626826,,,,,0.07553867485534758,0,0.0,53643415312.4502,,,,,,,,,,,,,,,,,,,,,-9.258535573718714,0,0.0,589061357.0626826,,,,,0.07553867485534758,0,0.0,53643415312.4502
,,,,0.009999999999996456,0,0.0,644377425141.2495,323.1671815183651,0,0.0,6.846249515403291e-05,-41.22789085461224,0,0.0,7.905573711580934e-05,8.205737388344307,0,0.0,1.9645313211149747e-05,-0.27522880616772116,2,0.022011367383241654,0.01153813846080569,-0.07792115552230114,0,0.0,0.0412288632589797,-0.13715092804909826,1,0.02233777191105702,0.02341847289431909,3410.5312120135327,2,7.022995113640681e-05,2.554900833279351e-05,-300.10533684591553,0,0.0,3.7039768110108106e-06,-3116.7838203617575,1,2.4919241418889857e-05,1.3409232000921839e-05,0.9615322489442896,0,0.0,9.356384270515847e-17,-0.21860771245500973,2,0.02788911850157944,0.014619196764033554,0.007643732452167708,2,0.10156549331857946,0.05323961498375657,-0.13265869299424682,3,0.06900867556470995,0.02411577132848949,,,,,-9.258535573718596,0,0.0,876660714.3894796,,,,,0.07553867485534889,0,0.0,80479276196.39378,,,,,,,,,,,,,,,,,,,,,-9.258535573718596,0,0.0,876660714.3894796,,,,,0.07553867485534889,0,0.0,80479276196.39378
,,,,0.00999999999999662,0,0.0,953634758018.9193,323.9170554245796,2,0.000266711507551507,0.00010489935146825885,-39.863434873160756,0,0.0,0.00011736893116416459,9.524900287811263,0,0.0,3.201909188509384e-05,-0.2661425919167942,3,0.03301705107486248,0.01707293858142681,-0.07537832533430394,0,0.0,0.06100618852804567,-0.1326742058228094,1,0.02233777191105702,0.03465222321206221,3413.3789998414286,3,0.00010534492670461022,3.848938512571999e-05,-290.7120824540301,0,0.0,5.78228935066678e-06,-3112.770857113037,1,2.4919241418889857e-05,2.0499195721792267e-05,0.9622639318674427,0,0.0,5.701437432270991e-16,-0.21143645675581388,2,0.02788911850157944,0.02163196856321225,0.009612905184610034,2,0.10156549331857946,0.07877845111706319,-0.12831141350300823,2,0.04600578370980663,0.03568401299166631,,,,,-9.258535573718476,0,0.0,1303204948.3942783,,,,,0.0755386748553502,0,0.0,119167851266.46121,,,,,,,,,,,,,,,,,,,,,-9.258535573718476,0,0.0,1303204948.3942783,,,,,0.0755386748553502,0,0.0,119167851266.46121
,,,,0.009999999999996782,0,0.0,1392980618692.77,324.66692933079406,1,0.0001333557537757535,0.00015852697056768311,-38.49897889170928,2,0.00014657856517089212,0.00017194275483415906,10.84406318727822,0,0.0,5.134471330160614e-05,-0.2570563776658672,2,0.022011367383241654,0.024934943698805296,-0.07283549514630677,2,0.07865251912772314,0.08909924140887945,-0.12819748359652056,2,0.04467554382211404,0.050609403337933935,3416.226787669325,1,3.5114975568203406e-05,5.7209982779523886e-05,-281.31882806214463,2,2.1291875175101643e-05,8.89965106083463e-06,-3108.7578938643164,1,2.4919241418889857e-05,3.091011362102467e-05,0.962995614790596,1,0.13667122306072862,3.3375801214691892e-15,-0.20426520105661802,4,0.05577823700315888,0.03159338479696832,0.01158207791705236,2,0.10156549331857946,0.1150555444169409,-0.12396413401176967,1,0.023002891854903316,0.05211632728900008,,,,,-9.258535573718358,0,0.0,1890495966.471899,,,,,0.0755386748553515,0,0.0,174157250840.0214,,,,,,,,,,,,,,,,,,,,,-9.258535573718358,0,0.0,1890495966.471899,,,,,0.0755386748553515,0,0.0,174157250840.0214
,,,,0.009999999999996945,0,0.0,2008303399087.6255,325.41680323700854,0,0.0,0.0002362891579971946,-37.13452291025779,2,0.00014657856517089212,0.0002485567635750645,12.163226086745178,1,7.580564920405787e-05,8.100636146112982e-05,-0.2479701634149402,4,0.04402273476648331,0.035944801381261146,-0.0702926649583096,1,0.03932625956386157,0.12844041576146242,-0.12372076137023169,3,0.06701331573317106,0.07295564702210791,3419.0745754972213,3,0.00010534492670461022,8.390089225350156e-05,-271.9255736702592,0,0.0,1.3504786891075374e-05,-3104.744930615596,4,9.967696567555943e-05,4.597219531974204e-05,0.9637272977137492,1,0.13667122306072862,1.8769385846933988e-14,-0.19709394535742217,1,0.01394455925078972,0.04554323262992546,0.013551250649494688,1,0.05078274665928973,0.16585755082647202,-0.11961685452053111,2,0.04600578370980663,0.0751279431689138,,,,,-9.258535573718238,0,0.0,2737236662.6805515,,,,,0.0755386748553528,0,0.0,251206815256.8851,,,,,,,,,,,,,,,,,,,,,-9.258535573718238,0,0.0,2737236662.6805515,,,,,0.0755386748553528,0,0.0,251206815256.8851
,,,,0.009999999999997108,0,0.0,2857819663400.28,326.166677143223,5,0.0006667787688787674,0.0003473719176894543,-35.77006692880631,6,0.0004397356955126764,0.0003545506320281556,13.482388986212134,2,0.00015161129840811575,0.00012574165942352185,-0.2388839491640132,7,0.07703978584134578,0.05114360847124107,-0.0677498347703124,8,0.31461007651089257,0.18274982982691332,-0.11924403914394283,3,0.06701331573317106,0.10380402460673827,3421.922363325117,2,7.022995113640681e-05,0.00012140183755259458,-262.53231927837373,0,0.0,2.0204313052875515e-05,-3100.7319673668753,4,9.967696567555943e-05,6.74404946797656e-05,0.9644589806369024,0,0.0,1.014003488964292e-13,-0.18992268965822634,2,0.02788911850157944,0.06480061562821275,0.015520423381937015,2,0.10156549331857946,0.23598832975858902,-0.11526957502929253,5,0.11501445927451658,0.10689484885243129,,,,,-9.258535573718117,0,0.0,3910580615.5536203,,,,,0.0755386748553541,0,0.0,356308966792.6532,,,,,,,,,,,,,,,,,,,,,-9.258535573718117,0,0.0,3910580615.5536203,,,,,0.0755386748553541,0,0.0,356308966792.6532
,,,,0.00999999999999727,0,0.0,3999650245708.3276,326.9165510494375,5,0.0006667787688787674,0.0005036813784007511,-34.40561094735482,9,0.0006596035432690146,0.0004990475365736035,14.801551885679093,4,0.0003032225968162315,0.0001920330231512079,-0.2297977349130862,3,0.03301705107486248,0.07182476727913693,-0.06520700458231524,7,0.27528381694703097,0.2566491569518578,-0.11476731691765396,7,0.15636440337739915,0.14577970019869146,3424.770151153013,3,0.00010534492670461022,0.00017331967252115474,-253.1390648864883,3,3.1937812762652464e-05,2.9801768733430978e-05,-3096.7190041181548,3,7.475772425666957e-05,9.7583662387481e-05,0.9651906635600557,0,0.0,5.262593938068841e-13,-0.18275143395903048,8,0.11155647400631775,0.09100431659331147,0.017489596114379342,5,0.2539137332964486,0.3314159358746467,-0.11092229553805397,7,0.16102024298432321,0.15012037421023372,,,,,-9.258535573718,0,0.0,5458325333.882766,,,,,0.0755386748553554,0,0.0,500716587658.9514,,,,,,,,,,,,,,,,,,,,,-9.258535573718,0,0.0,5458325333.882766,,,,,0.0755386748553554,0,0.0,500716587658.9514
